make,model,price,year,kilometer,fuel_type,transmission,location,color,owner,seller_type,engine,max_power,max_torque,drivetrain,length,width,height,seating_capacity,fuel_tank_capacity,power_bhp,torque_nm
mahindra,scorpio vlx 2wd airbag bs-iv,625000,2013,170000,diesel,manual,salem,white,third,individual,2179 cc,120 bhp @ 4000 rpm,290 nm @ 1800 rpm,rwd,4430.0,1817.0,1975.0,8.0,60.0,120.0,290.0
land rover,range rover sport sdv6 hse,5375000,2014,80000,diesel,automatic,delhi,white,second,individual,2993 cc,289 bhp @ 4000 rpm,600 nm @ 2000 rpm,awd,4879.0,2073.0,1780.0,5.0,77.0,289.0,600.0
honda,city zx cvt petrol [2017-2019],1138000,2018,6000,petrol,automatic,mumbai,silver,first,corporate,1497 cc,117 bhp @ 6600 rpm,145 nm @ 4600 rpm,fwd,4440.0,1695.0,1495.0,5.0,40.0,117.0,145.0
audi,a4 1.8 tfsi multitronic premium plus,4250000,2021,17000,petrol,automatic,mumbai,white,first,individual,1798 cc,170 bhp @ 3800 rpm,320 nm @ 1400 rpm,fwd,4701.0,1826.0,1427.0,5.0,63.0,170.0,320.0
honda,brio s mt,365000,2014,31000,petrol,manual,kharar,white,first,individual,1198 cc,87 bhp @ 6000 rpm,109 nm @ 4500 rpm,fwd,3610.0,1680.0,1500.0,5.0,35.0,87.0,109.0
chevrolet,cruze ltz at,475000,2014,73265,diesel,automatic,delhi,white,second,individual,1998 cc,164 bhp @ 3800 rpm,380 nm @ 2000 rpm,fwd,4597.0,1788.0,1477.0,5.0,60.0,164.0,380.0
hyundai,creta sx 1.6 crdi,1225000,2019,47000,diesel,manual,jalandhar,white,first,individual,1582 cc,126 bhp @ 4000 rpm,260 nm @ 1500 rpm,fwd,4270.0,1780.0,1665.0,5.0,55.0,126.0,260.0
maruti suzuki,ertiga vdi shvs,725000,2017,42000,diesel,manual,delhi,white,first,individual,1248 cc,89 bhp @ 4000 rpm,200 nm @ 1750 rpm,fwd,4296.0,1695.0,1685.0,7.0,45.0,89.0,200.0
mercedes-benz,gla 200 cdi sport,2450000,2017,25000,diesel,automatic,mumbai,white,second,individual,2143 cc,134 bhp @ 3600 rpm,300 nm @ 1600 rpm,fwd,4417.0,1804.0,1494.0,5.0,50.0,134.0,300.0
hyundai,sonata 2.0 crdi,225000,2009,140000,diesel,manual,yamunanagar,silver,third,individual,1991 cc,142@4000,323@2000,fwd,4800.0,1832.0,1485.0,5.0,70.0,142.0,323.0
maruti suzuki,dzire vxi amt,695000,2018,68818,petrol,automatic,mumbai,silver,first,individual,1197 cc,82 bhp @ 6000 rpm,113 nm @ 4200 rpm,fwd,3995.0,1735.0,1515.0,5.0,37.0,82.0,113.0
toyota,innova 2.8 zx at 7 str [2016-2020],2200000,2018,57000,diesel,automatic,pune,grey,first,individual,2755 cc,172 bhp @ 3400 rpm,360 nm @ 1200 rpm,rwd,4735.0,1830.0,1795.0,7.0,55.0,172.0,360.0
honda,amaze 1.5 vx cvt diesel,950000,2020,39000,diesel,automatic,ludhiana,white,first,individual,1498 cc,79 bhp @ 3600 rpm,160 nm @ 1750 rpm,fwd,3995.0,1695.0,1501.0,5.0,35.0,79.0,160.0
toyota,innova zx 2.7 at 7 str,2598000,2022,12050,petrol,automatic,delhi,black,first,individual,2694 cc,164 bhp @ 5200 rpm,245 nm @ 4000 rpm,rwd,4735.0,1830.0,1795.0,7.0,65.0,164.0,245.0
honda,jazz vx petrol,585000,2017,24100,petrol,manual,mumbai,silver,first,individual,1199 cc,89 bhp @ 6000 rpm,110 nm @ 4800 rpm,fwd,3955.0,1694.0,1544.0,5.0,40.0,89.0,110.0
ford,aspire titanium 1.2 ti-vct,434999,2017,23000,petrol,manual,delhi,white,first,individual,1196 cc,87 bhp @ 6300 rpm,112 nm @ 4000 rpm,fwd,3995.0,1695.0,1525.0,5.0,42.0,87.0,112.0
maruti suzuki,swift vdi,295000,2009,185000,diesel,manual,coimbatore,grey,first,individual,1248 cc,75@4000,190@2000,fwd,3760.0,1690.0,1530.0,5.0,43.0,75.0,190.0
maruti suzuki,ciaz delta 1.5 diesel,910000,2019,76000,diesel,manual,hyderabad,white,first,individual,1498 cc,94 bhp @ 4000 rpm,225 nm @ 1500 rpm,fwd,4490.0,1730.0,1485.0,5.0,43.0,94.0,225.0
maruti suzuki,celerio vxi,565000,2020,47000,petrol,manual,hyderabad,white,first,individual,998 cc,67 bhp @ 6000 rpm,90 nm @ 3500 rpm,fwd,3695.0,1600.0,1560.0,5.0,35.0,67.0,90.0
toyota,urban cruiser premium grade at,1050000,2021,1910,petrol,automatic,varanasi,white,first,individual,1462 cc,103 bhp @ 6000 rpm,138 nm @ 4400 rpm,fwd,3995.0,1790.0,1640.0,5.0,48.0,103.0,138.0
hyundai,creta e plus 1.4 crdi,990000,2019,23000,diesel,manual,ahmedabad,orange,first,individual,1396 cc,89 bhp @ 4000 rpm,224 nm @ 1500 rpm,fwd,4270.0,1780.0,1630.0,5.0,60.0,89.0,224.0
audi,a3 35 tdi premium plus,2590000,2020,36978,diesel,automatic,chandigarh,blue,second,individual,1968 cc,141 bhp @ 3500 rpm,320 nm @ 1750 rpm,fwd,4456.0,1796.0,1416.0,5.0,50.0,141.0,320.0
mahindra,xuv500 w8 awd [2015-2017],1000000,2016,33000,diesel,manual,rudrapur,white,first,individual,2179 cc,138 bhp @ 3750 rpm,330 nm @ 1600 rpm,awd,4585.0,1890.0,1785.0,7.0,70.0,138.0,330.0
hyundai,i10 1.1l irde era special edition,254999,2012,18954,petrol,manual,patna,white,first,individual,1086 cc,68 bhp @ 5500 rpm,99.081 nm @ 4500 rpm,fwd,3585.0,1595.0,1550.0,5.0,35.0,68.0,99.081
hyundai,verna fluidic 1.6 vtvt sx at,598000,2015,58200,petrol,automatic,navi mumbai,silver,first,individual,1591 cc,121 bhp @ 6300 rpm,158 nm @ 4200 rpm,fwd,4370.0,1700.0,1475.0,5.0,43.0,121.0,158.0
mahindra,bolero power plus zlx [2016-2019],850000,2018,83000,diesel,manual,jalandhar,white,first,individual,1493 cc,70 bhp @ 3600 rpm,195 nm @ 1400 rpm,rwd,3995.0,1745.0,1880.0,7.0,50.0,70.0,195.0
hyundai,elite i20 asta 1.4 (o) crdi,560000,2016,80000,diesel,manual,ambala cantt,white,second,individual,1396 cc,89 bhp @ 4000 rpm,220 nm @ 1500 rpm,fwd,3985.0,1734.0,1505.0,5.0,40.0,89.0,220.0
audi,a4 2.0 tdi (177bhp) premium,975000,2011,75000,diesel,automatic,lucknow,silver,first,individual,1968 cc,177 bhp @ 4200 rpm,380 nm @ 1750 rpm,fwd,4701.0,1826.0,1427.0,5.0,63.0,177.0,380.0
audi,a3 35 tdi premium,2600000,2017,64000,diesel,automatic,chennai,blue,first,individual,1968 cc,141 bhp @ 3500 rpm,320 nm @ 1750 rpm,fwd,4456.0,1796.0,1416.0,5.0,50.0,141.0,320.0
skoda,rapid ambition 1.6 tdi cr mt,745000,2016,117048,diesel,manual,hyderabad,silver,first,individual,1598 cc,105 bhp @ 4400 rpm,250 nm @ 2500 rpm,fwd,4386.0,1699.0,1466.0,5.0,55.0,105.0,250.0
hyundai,grand i10 asta 1.2 kappa vtvt,495000,2017,47000,petrol,manual,delhi,silver,first,individual,1197 cc,81 bhp @ 6000 rpm,114 nm @ 4000 rpm,fwd,3765.0,1660.0,1520.0,5.0,43.0,81.0,114.0
audi,a3 40 tfsi premium plus + sunroof,2450000,2018,43290,petrol,automatic,pune,blue,first,individual,1798 cc,178 bhp @ 5100 rpm,250 nm @ 150 rpm,fwd,4456.0,1796.0,1416.0,5.0,50.0,178.0,250.0
honda,brio e mt,250000,2013,70000,petrol,manual,dehradun,grey,first,individual,1197 cc,89 bhp @ 4000 rpm,200 nm @ 1750 rpm,fwd,4370.0,1770.0,1545.0,5.0,50.0,116.0,200.0
mercedes-benz,c-class c 220 cdi avantgarde,2850000,2016,7000,diesel,automatic,delhi,white,first,individual,2143 cc,168 bhp @ 3000 rpm,400 nm @ 1400 rpm,rwd,4686.0,1810.0,1442.0,5.0,66.0,168.0,400.0
mahindra,scorpio s10,925000,2016,150000,diesel,manual,lucknow,white,first,individual,2179 cc,120 bhp @ 4000 rpm,280 nm @ 1800 rpm,rwd,4456.0,1820.0,1995.0,8.0,60.0,120.0,280.0
toyota,fortuner 3.0 4x2 at,1075000,2013,125000,diesel,automatic,delhi,white,first,individual,2982 cc,169 bhp @ 3600 rpm,360 nm @ 1400 rpm,rwd,4705.0,1840.0,1850.0,7.0,80.0,169.0,360.0
mercedes-benz,e-class e 350 d exclusive [2017-2019],6225000,2019,42079,diesel,automatic,pune,silver,first,individual,2987 cc,255 bhp @ 3400 rpm,620 nm @ 1600 rpm,rwd,5063.0,1860.0,1494.0,5.0,80.0,255.0,620.0
jaguar,xf 3.0 v6 premium luxury,2650000,2015,62645,diesel,automatic,hyderabad,bronze,first,individual,1197 cc,89 bhp @ 4000 rpm,200 nm @ 1750 rpm,fwd,4370.0,1770.0,1545.0,5.0,50.0,116.0,200.0
audi,a6 2.0 tdi premium,1500000,2014,69000,diesel,automatic,mohali,blue,first,individual,1968 cc,177 bhp @ 3750 rpm,380 nm @ 1750 rpm,fwd,4915.0,1874.0,1455.0,5.0,65.0,177.0,380.0
jaguar,xf r 5.0 v8 supercharged,2800000,2011,70662,petrol,automatic,pune,grey,second,individual,1197 cc,89 bhp @ 4000 rpm,200 nm @ 1750 rpm,fwd,4370.0,1770.0,1545.0,5.0,50.0,116.0,200.0
mitsubishi,pajero sfx 2.8,625000,2011,40000,diesel,manual,mirzapur,white,second,individual,2835 cc,118 bhp @ 4000 rpm,292 nm @ 2000 rpm,awd,4755.0,1775.0,1900.0,5.0,92.0,118.0,292.0
toyota,etios g,325000,2011,101347,petrol,manual,pune,red,third,individual,1496 cc,90 bhp @ 5600 rpm,132 nm @ 3000 rpm,fwd,4265.0,1695.0,1510.0,5.0,45.0,90.0,132.0
mahindra,marazzo m6 plus 8 str,1485000,2021,36700,diesel,manual,chennai,white,first,individual,1497 cc,121 bhp @ 3500 rpm,300 nm @ 1750 rpm,fwd,4585.0,1866.0,1774.0,8.0,45.0,121.0,300.0
audi,a6 3.0 tdi quattro premium,1650000,2012,240000,diesel,automatic,lucknow,white,first,individual,2967 cc,245 bhp @ 4000 rpm,500 nm @ 1400 rpm,awd,4915.0,1874.0,1455.0,5.0,75.0,245.0,500.0
audi,a3 35 tdi premium,1800000,2014,76529,diesel,automatic,pune,blue,first,individual,1968 cc,141 bhp @ 3500 rpm,320 nm @ 1750 rpm,fwd,4456.0,1796.0,1416.0,5.0,50.0,141.0,320.0
toyota,innova 2.5 vx 7 str bs-iii,1290000,2014,85000,diesel,manual,bangalore,silver,second,individual,2494 cc,100 bhp @ 3600 rpm,200 nm @ 1400 rpm,rwd,4585.0,1760.0,1760.0,7.0,55.0,100.0,200.0
nissan,terrano xl d plus,600000,2016,99000,diesel,manual,chennai,white,first,individual,1461 cc,84 bhp @ 3750 rpm,200 nm @ 1900 rpm,fwd,4331.0,1822.0,1671.0,5.0,50.0,84.0,200.0
hyundai,grand i10 asta at 1.2 kappa vtvt [2013-2016],436000,2014,37959,petrol,automatic,delhi,white,second,individual,1197 cc,79 bhp @ 6000 rpm,112 nm @ 4000 rpm,fwd,3765.0,1660.0,1520.0,5.0,43.0,79.0,112.0
toyota,fortuner 2.8 4x4 at [2016-2020],4300000,2021,60000,diesel,automatic,chandigarh,white,first,individual,2755 cc,174 bhp @ 3400 rpm,450 nm @ 1600 rpm,awd,4795.0,1855.0,1835.0,7.0,80.0,174.0,450.0
datsun,go t (o),270000,2017,27000,petrol,manual,lucknow,silver,first,individual,1198 cc,67 bhp @ 5000 rpm,104 nm @ 4000 rpm,fwd,3785.0,1635.0,1485.0,5.0,35.0,67.0,104.0
chevrolet,cruze ltz,320000,2011,75000,diesel,manual,kanpur,purple,second,individual,1991 cc,150@4000,327@2600,fwd,4597.0,1788.0,1477.0,5.0,60.0,150.0,327.0
hyundai,creta sx 1.4 turbo 7 dct,1911000,2022,1300,petrol,automatic,delhi,black,first,individual,1353 cc,138 bhp @ 6000 rpm,242 nm @ 1500 rpm,fwd,4300.0,1790.0,1635.0,5.0,50.0,138.0,242.0
bmw,x5 xdrive30d xline,8600000,2020,21696,diesel,automatic,mumbai,blue,first,individual,2993 cc,262 bhp @ 4000 rpm,620 nm @ 1500 rpm,awd,4922.0,2004.0,1745.0,5.0,80.0,262.0,620.0
mercedes-benz,c-class c 220d progressive [2018-2019],3900000,2019,33000,diesel,automatic,delhi,beige,first,individual,1950 cc,192 bhp @ 3800 rpm,400 nm @ 1600 rpm,rwd,4686.0,1810.0,1442.0,5.0,66.0,192.0,400.0
volvo,v40 d3 r-design,2000000,2016,6000,diesel,automatic,mumbai,red,first,individual,1984 cc,150 bhp @ 3500 rpm,350 nm @ 1500 rpm,fwd,4370.0,1783.0,1458.0,5.0,60.0,150.0,350.0
hyundai,santro sportz amt [2018-2020],465000,2019,19000,petrol,automatic,kolkata,gold,first,individual,1086 cc,68 bhp @ 5500 rpm,99 nm @ 4500 rpm,fwd,3610.0,1645.0,1560.0,5.0,35.0,68.0,99.0
honda,city v,875000,2019,58618,petrol,manual,pune,grey,first,individual,1497 cc,117 bhp @ 6600 rpm,145 nm @ 4600 rpm,fwd,4440.0,1695.0,1495.0,5.0,40.0,117.0,145.0
mini,cooper s,3200000,2017,10500,petrol,automatic,mumbai,black,first,individual,1998 cc,189 bhp @,280 nm @ 1250 rpm,fwd,3850.0,1727.0,1414.0,4.0,44.0,189.0,280.0
mahindra,tuv300 t6 plus,850000,2019,85641,diesel,manual,bhopal,white,first,commercial registration,1493 cc,100 bhp @ 3750 rpm,240 nm @ 1600 rpm,rwd,3995.0,1835.0,1839.0,7.0,60.0,100.0,240.0
renault,kwid 1.0 rxt amt opt,426999,2020,41669,petrol,automatic,zirakpur,others,first,individual,999 cc,67 bhp @ 5500 rpm,91 nm @ 4250 rpm,fwd,3679.0,1579.0,1478.0,5.0,28.0,67.0,91.0
mercedes-benz,gle 300d 4matic lwb,9200000,2022,10000,diesel,automatic,delhi,blue,first,individual,1950 cc,241 bhp @ 4200 rpm,500 nm @ 1600 rpm,awd,4924.0,2157.0,1772.0,5.0,93.0,241.0,500.0
hyundai,creta 1.6 sx,1035000,2018,36000,diesel,manual,patna,grey,first,individual,1582 cc,126 bhp @ 4000 rpm,265 nm @ 1900 rpm,fwd,4270.0,1780.0,1630.0,5.0,60.0,126.0,265.0
maruti suzuki,dzire zxi,695000,2018,31000,petrol,manual,mumbai,grey,first,individual,1197 cc,89 bhp @ 6000 rpm,113 nm @ 4400 rpm,fwd,3995.0,1735.0,1515.0,5.0,37.0,89.0,113.0
bmw,x1 sdrive20d xline,3675000,2020,37180,diesel,automatic,bangalore,white,first,individual,1995 cc,184 bhp @ 4000 rpm,350 nm @ 1750 rpm,rwd,4454.0,2044.0,1545.0,5.0,63.0,184.0,350.0
mahindra,thar lx 4-str hard top diesel at,1700000,2021,14000,diesel,automatic,yamunanagar,black,first,individual,2184 cc,130 bhp @ 3750 rpm,300 nm @ 1600 rpm,awd,3985.0,1820.0,1844.0,4.0,57.0,130.0,300.0
tata,tiago revotron xz,449000,2018,53512,petrol,manual,hyderabad,orange,second,individual,1199 cc,84 bhp @ 6000 rpm,114 nm @ 3500 rpm,fwd,3746.0,1647.0,1535.0,5.0,35.0,84.0,114.0
mercedes-benz,c-class 220 cdi at,5400000,2022,4600,diesel,automatic,bangalore,white,unregistered car,individual,2148 cc,170@3700,410@2000,rwd,4596.0,1770.0,1447.0,5.0,66.0,170.0,410.0
mg,gloster sharp 6 str 2.0 twin turbo 4wd,3950000,2021,40000,diesel,automatic,delhi,silver,first,individual,1996 cc,215 bhp @ 4000 rpm,480 nm @ 1500 rpm,awd,4985.0,1926.0,1867.0,6.0,75.0,215.0,480.0
hyundai,elite i20 sportz 1.4,565000,2015,65000,diesel,manual,ludhiana,white,second,individual,1396 cc,89 bhp @ 4000 rpm,220 nm @ 1500 rpm,fwd,3985.0,1734.0,1505.0,5.0,45.0,89.0,220.0
bmw,x1 sdrive20d xline,3775000,2019,32963,diesel,automatic,bangalore,black,first,individual,1995 cc,184 bhp @ 4000 rpm,350 nm @ 1750 rpm,rwd,4454.0,2044.0,1545.0,5.0,63.0,184.0,350.0
mercedes-benz,e-class e220 cdi blue efficiency,1275000,2012,101000,diesel,automatic,surat,brown,second,individual,2143 cc,231 bhp @ 3000 rpm,400 nm @ 2800 rpm,rwd,4868.0,1854.0,1470.0,5.0,80.0,231.0,400.0
renault,kwid 1.0 rxt edition,375000,2018,14000,petrol,manual,mumbai,green,first,individual,999 cc,67 bhp @ 5500 rpm,91 nm @ 4250 rpm,fwd,3679.0,1579.0,1478.0,5.0,28.0,67.0,91.0
maruti suzuki,vitara brezza zdi,949000,2018,50500,diesel,manual,dharwad,blue,first,individual,1248 cc,89 bhp @ 4000 rpm,200 nm @ 1750 rpm,fwd,3995.0,1790.0,1640.0,5.0,48.0,89.0,200.0
maruti suzuki,swift zdi plus,775000,2019,80849,diesel,manual,hyderabad,white,first,individual,1248 cc,74 bhp @ 4000 rpm,190 nm @ 2000 rpm,fwd,3840.0,1735.0,1530.0,5.0,37.0,74.0,190.0
audi,a6 2.0 tdi premium plus,1800000,2014,19868,diesel,automatic,delhi,white,first,individual,1968 cc,177 bhp @ 3750 rpm,380 nm @ 1750 rpm,fwd,4915.0,1874.0,1455.0,5.0,65.0,177.0,380.0
honda,city vx cvt,825000,2016,45000,petrol,automatic,mumbai,white,first,individual,1497 cc,117 bhp @ 6600 rpm,145 nm @ 4600 rpm,fwd,4440.0,1695.0,1495.0,5.0,40.0,117.0,145.0
hyundai,santro magna [2018-2020],509999,2019,30858,petrol,manual,hyderabad,silver,first,individual,1086 cc,68 bhp @ 5500 rpm,99 nm @ 4500 rpm,fwd,3610.0,1645.0,1560.0,5.0,35.0,68.0,99.0
mahindra,scorpio s11 2wd 7 str,1350000,2018,56500,diesel,manual,lucknow,black,first,individual,2179 cc,140 bhp @ 3750 rpm,320 nm @ 1500 rpm,rwd,4456.0,1820.0,1995.0,7.0,60.0,140.0,320.0
hyundai,grand i10 sportz 1.2 kappa vtvt [2016-2017],650000,2020,37003,petrol,manual,bangalore,grey,first,individual,1197 cc,81 bhp @ 6000 rpm,114 nm @ 4000 rpm,fwd,3765.0,1660.0,1520.0,5.0,43.0,81.0,114.0
honda,city zx diesel,1490000,2021,11000,diesel,manual,lucknow,white,first,individual,1498 cc,99 bhp @ 3600 rpm,200 nm @ 1750 rpm,fwd,4440.0,1695.0,1495.0,5.0,40.0,99.0,200.0
maruti suzuki,baleno sigma 1.2,545000,2016,53000,petrol,manual,jalandhar,white,first,individual,1197 cc,83 bhp @ 6000 rpm,115 nm @ 4000 rpm,fwd,3995.0,1745.0,1500.0,5.0,37.0,83.0,115.0
bmw,3-series 320d luxury line,2950000,2018,75000,diesel,automatic,coimbatore,white,first,individual,1995 cc,188 bhp @ 4000 rpm,400 nm @ 1750 rpm,rwd,4633.0,1811.0,1429.0,5.0,57.0,188.0,400.0
mercedes-benz,e-class e350 cdi avantgarde,1150000,2010,120000,diesel,automatic,pune,silver,first,individual,2987 cc,231@3800,540@1600,rwd,4868.0,1854.0,1471.0,5.0,80.0,231.0,540.0
audi,q3 2.0 tdi quattro premium,1850000,2013,44087,diesel,automatic,mumbai,white,first,individual,1968 cc,174 bhp @ 4200 rpm,380 nm @ 1750 rpm,awd,4385.0,1831.0,1608.0,5.0,64.0,174.0,380.0
bmw,x5 xdrive 30d,3995000,2016,39000,diesel,automatic,mumbai,white,first,individual,2993 cc,258 bhp @ 4000 rpm,560 nm @ 1500 rpm,awd,4886.0,1938.0,1762.0,7.0,50.0,258.0,560.0
mercedes-benz,e-class e250 cdi avantgarde,1750000,2014,59000,diesel,automatic,delhi,brown,first,individual,2143 cc,204 bhp @ 4200 rpm,500 nm @ 1600 rpm,rwd,4879.0,1854.0,1474.0,5.0,80.0,204.0,500.0
audi,q7 45 tdi premium plus,5500000,2017,45000,diesel,automatic,mumbai,white,first,individual,2967 cc,245 bhp @ 2910 rpm,600 nm @ 1500 rpm,awd,5052.0,1968.0,1740.0,7.0,75.0,245.0,600.0
nissan,sunny xv diesel,360000,2013,92000,diesel,manual,lucknow,grey,second,individual,1461 cc,85 bhp @ 3750 rpm,200 nm @ 2000 rpm,fwd,4425.0,1695.0,1505.0,5.0,41.0,85.0,200.0
ford,ecosport titanium 1.5l ti-vct,625000,2019,48422,petrol,manual,kolkata,blue,first,individual,1497 cc,121 bhp @ 6500 rpm,150 nm @ 4500 rpm,fwd,3998.0,1765.0,1647.0,5.0,52.0,121.0,150.0
bmw,3-series 320d luxury line,4150000,2019,29000,diesel,automatic,delhi,blue,first,individual,1995 cc,188 bhp @ 4000 rpm,400 nm @ 1750 rpm,rwd,4633.0,1811.0,1429.0,5.0,57.0,188.0,400.0
mahindra,thar lx 4-str hard top diesel mt,1698999,2021,37500,diesel,manual,dehradun,brown,first,individual,2184 cc,130 bhp @ 3750 rpm,300 nm @ 1600 rpm,awd,3985.0,1820.0,1844.0,4.0,57.0,130.0,300.0
maruti suzuki,baleno delta 1.2,484999,2018,62000,petrol,manual,faridabad,silver,second,individual,1197 cc,83 bhp @ 6000 rpm,115 nm @ 4000 rpm,fwd,3995.0,1745.0,1500.0,5.0,37.0,83.0,115.0
audi,a4 30 tfsi premium plus,4250000,2020,17000,petrol,automatic,pune,white,first,individual,1395 cc,148 bhp @ 5000 rpm,250 nm @ 1500 rpm,fwd,4726.0,1842.0,1427.0,5.0,54.0,148.0,250.0
maruti suzuki,ertiga vxi cng,800000,2017,76642,cng,manual,mumbai,silver,first,individual,1373 cc,94 bhp @ 6000 rpm,130 nm @ 4000 rpm,fwd,4296.0,1695.0,1685.0,7.0,45.0,94.0,130.0
hyundai,creta sx 1.6 (o) petrol,1275000,2019,44000,petrol,manual,delhi,grey,first,individual,1591 cc,122 bhp @ 6400 rpm,151 nm @ 4850 rpm,fwd,4270.0,1780.0,1665.0,5.0,55.0,122.0,151.0
porsche,718 boxster,9500000,2018,20000,petrol,automatic,delhi,yellow,first,individual,1988 cc,295 bhp @ 6500 rpm,380 nm @ 2150 rpm,rwd,4379.0,1801.0,1281.0,2.0,54.0,295.0,380.0
bmw,3-series 320d luxury line,1375000,2013,102000,diesel,automatic,bangalore,white,second,individual,1995 cc,188 bhp @ 4000 rpm,400 nm @ 1750 rpm,rwd,4633.0,1811.0,1429.0,5.0,57.0,188.0,400.0
hyundai,creta sx 1.5 diesel [2020-2022],1700000,2022,9000,diesel,manual,raipur,black,first,individual,1493 cc,113 bhp @ 4000 rpm,250 nm @ 1500 rpm,fwd,4300.0,1790.0,1635.0,5.0,50.0,113.0,250.0
mahindra,xuv500 w6 2013,500000,2013,135000,diesel,manual,varanasi,black,first,individual,2179 cc,140 bhp @ 3750 rpm,330 nm @ 2800 rpm,fwd,4585.0,1890.0,1785.0,7.0,70.0,140.0,330.0
mercedes-benz,glc 220d 4matic progressive [2019-2021],6800000,2020,14500,diesel,automatic,pune,silver,first,individual,1950 cc,192 bhp @ 3800 rpm,400 nm @ 1600 rpm,awd,4658.0,1890.0,1644.0,5.0,66.0,192.0,400.0
maruti suzuki,dzire vxi amt,715000,2019,31552,petrol,automatic,mumbai,brown,first,individual,1197 cc,82 bhp @ 6000 rpm,113 nm @ 4200 rpm,fwd,3995.0,1735.0,1515.0,5.0,37.0,82.0,113.0
maruti suzuki,wagon r vxi+ amt,380000,2016,70000,petrol,automatic,ahmedabad,grey,first,individual,998 cc,67 bhp @ 6200 rpm,90 nm @ 3500 rpm,fwd,3636.0,1475.0,1670.0,5.0,35.0,67.0,90.0
honda,brio e mt,375000,2016,35134,petrol,manual,delhi,silver,first,individual,1198 cc,87 bhp @ 6000 rpm,109 nm @ 4500 rpm,fwd,3610.0,1680.0,1500.0,5.0,35.0,87.0,109.0
land rover,range rover sport sdv6 se,7200000,2016,45000,diesel,automatic,bangalore,white,third,individual,2993 cc,289 bhp @ 4000 rpm,600 nm @ 2000 rpm,awd,4879.0,2073.0,1780.0,5.0,77.0,289.0,600.0
mercedes-benz,gle 300d 4matic lwb,8190000,2020,18000,diesel,automatic,delhi,bronze,first,individual,1950 cc,241 bhp @ 4200 rpm,500 nm @ 1600 rpm,awd,4924.0,2157.0,1772.0,5.0,93.0,241.0,500.0
maruti suzuki,swift zxi amt [2018-2019],695000,2018,8000,petrol,automatic,mumbai,blue,first,individual,1197 cc,82 bhp @ 6000 rpm,113 nm @ 4200 rpm,fwd,3840.0,1735.0,1530.0,5.0,37.0,82.0,113.0
hyundai,creta 1.6 sx (o),875000,2016,62125,diesel,manual,patna,white,first,individual,1582 cc,126 bhp @ 4000 rpm,265 nm @ 1900 rpm,fwd,4270.0,1780.0,1630.0,5.0,60.0,126.0,265.0
land rover,discovery sport hse luxury,3500000,2016,78000,diesel,automatic,pune,red,first,individual,1999 cc,177 bhp @ 4000 rpm,430 nm @ 1750 rpm,awd,4600.0,2069.0,1690.0,7.0,65.0,177.0,430.0
hyundai,i20 active 1.2 sx,685000,2018,64300,petrol,manual,pune,brown,first,individual,1197 cc,82 bhp @ 6000 rpm,115 nm @ 4000 rpm,fwd,3995.0,1760.0,1555.0,5.0,40.0,82.0,115.0
tata,safari xz plus,1875000,2021,28000,diesel,manual,gorakhpur,white,first,individual,1956 cc,168 bhp @ 3750 rpm,350 nm @ 1750 rpm,fwd,4661.0,1894.0,1786.0,7.0,50.0,168.0,350.0
skoda,octavia 1.8 tsi ambition plus at,1685000,2017,28600,petrol,automatic,mumbai,grey,first,individual,1798 cc,177 bhp @ 4500 rpm,250 nm @ 1250 rpm,fwd,4659.0,1814.0,1476.0,5.0,50.0,177.0,250.0
audi,a6 35 tdi matrix,2550000,2015,69500,diesel,automatic,chandigarh,white,second,individual,1968 cc,190 bhp @ 3800 rpm,400 nm @ 1750 rpm,fwd,4933.0,1874.0,1455.0,5.0,75.0,190.0,400.0
hyundai,creta sx 1.6 crdi,869999,2017,70000,diesel,manual,kanpur,white,first,individual,1582 cc,126 bhp @ 4000 rpm,265 nm @ 1900 rpm,fwd,4270.0,1780.0,1630.0,5.0,60.0,126.0,265.0
mahindra,thar crde 4x4 ac,875000,2018,24000,diesel,manual,mumbai,white,first,individual,2498 cc,105 bhp @ 3800 rpm,247 nm @ 1800 rpm,awd,3920.0,1726.0,1930.0,6.0,60.0,105.0,247.0
audi,q3 2.0 tdi quattro premium,1390000,2012,69500,diesel,automatic,ahmedabad,blue,first,individual,1968 cc,174 bhp @ 4200 rpm,380 nm @ 1750 rpm,awd,4385.0,1831.0,1608.0,5.0,64.0,174.0,380.0
maruti suzuki,vitara brezza vdi (o) [2016-2018],825000,2019,25500,diesel,manual,lucknow,silver,first,individual,1248 cc,89 bhp @ 4000 rpm,200 nm @ 1750 rpm,fwd,3995.0,1790.0,1640.0,5.0,48.0,89.0,200.0
maruti suzuki,ciaz zeta 1.4 at,785000,2017,20000,petrol,automatic,mumbai,blue,first,individual,1373 cc,91 bhp @ 6000 rpm,130 nm @ 4000 rpm,fwd,4490.0,1730.0,1485.0,5.0,43.0,91.0,130.0
mercedes-benz,gla 200 cdi sport,2145000,2016,55000,diesel,automatic,mumbai,white,second,individual,2143 cc,134 bhp @ 3600 rpm,300 nm @ 1600 rpm,fwd,4417.0,1804.0,1494.0,5.0,50.0,134.0,300.0
maruti suzuki,eeco 5 str with htr cng [2018-2019],590000,2021,8640,cng,manual,bhopal,white,first,individual,1196 cc,73 bhp @ 6000 rpm,101 nm @ 3000 rpm,rwd,3675.0,1475.0,1800.0,5.0,40.0,73.0,101.0
