name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,mileage_value,mileage_unit,engine_cc,power_bhp
tata aria pure lx 4x2,2014,480000,70000,diesel,individual,manual,second owner,15.05 kmpl,2179 CC,147.9 bhp,320Nm@ 1500-3000rpm,7.0,15.05,kmpl,2179.0,147.9
maruti swift vxi,2019,630000,4000,petrol,individual,manual,first owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,21.21,kmpl,1197.0,81.8
hyundai i10 sportz,2011,250000,50000,petrol,individual,manual,first owner,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5.0,20.36,kmpl,1197.0,78.9
hyundai grand i10 sportz,2016,330000,70000,petrol,individual,manual,fourth & above owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0,18.9,kmpl,1197.0,82.0
hyundai i10 magna,2009,180000,70000,petrol,individual,manual,second owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5.0,20.36,kmpl,1197.0,78.9
hyundai i20 magna,2010,210000,50000,petrol,individual,manual,second owner,18.5 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5.0,18.5,kmpl,1197.0,80.0
maruti swift dzire zdi,2016,550000,55000,diesel,individual,manual,first owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,26.59,kmpl,1248.0,74.0
tata nexon 1.2 revotron xza plus,2020,950000,5000,petrol,individual,automatic,first owner,17.0 kmpl,1198 CC,108.5 bhp,170Nm@ 1750-4000rpm,5.0,17.0,kmpl,1198.0,108.5
mahindra bolero 2011-2019 zlx,2013,430000,100000,diesel,individual,manual,second owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0,15.96,kmpl,2523.0,62.1
hyundai i10 sportz,2014,348000,23000,petrol,individual,manual,second owner,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5.0,20.36,kmpl,1197.0,78.9
maruti alto 800 lx,2014,196000,60000,petrol,individual,manual,second owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,22.74,kmpl,796.0,47.3
maruti wagon r lxi minor,2010,150000,70000,petrol,individual,manual,second owner,18.9 kmpl,1061 CC,67 bhp,84Nm@ 3500rpm,5.0,18.9,kmpl,1061.0,67.0
hyundai santro xing xs erlx euro iii,2005,90000,82000,petrol,individual,manual,fourth & above owner,18.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,19.3,kmpl,1248.0,82.0
maruti wagon r lxi minor,2009,150000,60000,petrol,individual,manual,second owner,18.9 kmpl,1061 CC,67 bhp,84Nm@ 3500rpm,5.0,18.9,kmpl,1061.0,67.0
tata safari storme vx varicor 400,2019,1250000,100000,diesel,individual,manual,first owner,14.1 kmpl,2179 CC,153.86 bhp,400Nm@ 1750-2500rpm,7.0,14.1,kmpl,2179.0,153.86
maruti ertiga vdi,2015,600000,90000,diesel,individual,manual,third owner,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm,7.0,20.77,kmpl,1248.0,88.76
tata nano lx bsiv,2010,65000,26432,petrol,dealer,manual,first owner,25.4 kmpl,624 CC,37.48 bhp,51Nm@ 4000+/-500rpm,4.0,25.4,kmpl,624.0,37.48
maruti omni e 8 str std,2016,220000,46702,petrol,dealer,manual,first owner,16.8 kmpl,796 CC,34.2 bhp,59Nm@ 2500rpm,8.0,16.8,kmpl,796.0,34.2
maruti omni e 8 str std,2016,220000,46706,petrol,dealer,manual,first owner,16.8 kmpl,796 CC,34.2 bhp,59Nm@ 2500rpm,8.0,16.8,kmpl,796.0,34.2
tata indica v2 exeta gls,2006,110000,53523,petrol,dealer,manual,first owner,16.84 kmpl,1193 CC,64.4 bhp,99.8Nm@ 2700rpm,5.0,16.84,kmpl,1193.0,64.4
chevrolet beat diesel lt,2012,175000,56365,diesel,dealer,manual,first owner,25.44 kmpl,936 CC,56.3 bhp,142.5Nm@ 1750rpm,5.0,25.44,kmpl,936.0,56.3
chevrolet spark 1.0 lt,2011,160000,49563,petrol,dealer,manual,first owner,16.2 kmpl,995 CC,62.1 bhp,90.3Nm@ 4200rpm,5.0,16.2,kmpl,995.0,62.1
maruti 800 std bsiii,2004,65000,56432,petrol,dealer,manual,first owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0,16.1,kmpl,796.0,37.0
maruti 800 ac,2002,60000,52365,petrol,dealer,manual,second owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0,16.1,kmpl,796.0,37.0
maruti alto lxi bsiii,2007,120000,53512,petrol,dealer,manual,second owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,19.7,kmpl,796.0,46.3
hyundai santro xing xg,2005,110000,53563,petrol,dealer,manual,second owner,18.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,19.3,kmpl,1248.0,82.0
mahindra ssangyong rexton rx7,2013,1000000,40000,diesel,individual,automatic,first owner,11.18 kmpl,2696 CC,184 bhp,402Nm@ 1600-3000rpm,7.0,11.18,kmpl,2696.0,184.0
maruti wagon r lxi bs iv,2010,220000,46533,petrol,dealer,manual,first owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,18.9,kmpl,998.0,67.1
maruti omni e 8 str std,2005,105000,59635,petrol,dealer,manual,second owner,18.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,19.3,kmpl,1248.0,82.0
maruti omni 8 seater bsiv,2008,114999,58632,petrol,dealer,manual,second owner,14.0 kmpl,796 CC,35 bhp,6.1kgm@ 3000rpm,5.0,14.0,kmpl,796.0,35.0
maruti omni lpg std bsiv,2008,110000,58632,lpg,dealer,manual,second owner,18.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,19.3,kmpl,1248.0,82.0
mahindra xuv500 at w6 2wd,2016,850000,80000,diesel,individual,automatic,second owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,16.0,kmpl,2179.0,140.0
maruti ertiga shvs vdi,2016,750000,70000,diesel,individual,manual,first owner,24.52 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,7.0,24.52,kmpl,1248.0,88.5
renault kwid 1.0 rxt optional,2017,265000,90000,petrol,individual,manual,first owner,23.01 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5.0,23.01,kmpl,999.0,67.0
ford classic 1.6 duratec titanium,2014,450000,110000,petrol,individual,manual,second owner,14.09 kmpl,1596 CC,99.6 bhp,146Nm@ 3400rpm,5.0,14.09,kmpl,1596.0,99.6
mahindra quanto c6,2013,225000,90000,diesel,individual,manual,first owner,17.21 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7.0,17.21,kmpl,1493.0,100.0
mahindra scorpio s10 7 seater,2015,1125000,70000,diesel,individual,manual,first owner,15.4 kmpl,2179 CC,120 bhp,280Nm@ 1800-2800rpm,7.0,15.4,kmpl,2179.0,120.0
maruti swift vxi with abs,2009,270000,80000,petrol,individual,manual,first owner,16.6 kmpl,1197 CC,85 bhp,"113Nm@ 4,500rpm",5.0,16.6,kmpl,1197.0,85.0
maruti alto lx,2007,130000,78000,petrol,individual,manual,first owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,19.7,kmpl,796.0,46.3
mahindra bolero power plus sle,2017,660000,45000,diesel,individual,manual,first owner,16.5 kmpl,1493 CC,70 bhp,195Nm@ 1400-2200rpm,7.0,16.5,kmpl,1493.0,70.0
maruti alto k10 vxi,2015,240000,50000,petrol,individual,manual,second owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0,23.95,kmpl,998.0,67.05
maruti alto 800 lxi,2017,275000,58000,petrol,individual,manual,first owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,24.7,kmpl,796.0,47.3
toyota innova 2.5 vx 8 str bsiv,2012,750000,120000,diesel,individual,manual,first owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8.0,12.8,kmpl,2494.0,102.0
chevrolet aveo u-va 1.2,2007,65000,30000,petrol,individual,manual,second owner,14.7 kmpl,1150 CC,76 bhp,"11.2@ 4,400(kgm@ rpm)",5.0,14.7,kmpl,1150.0,76.0
tata safari storme ex,2017,850000,162000,diesel,individual,manual,first owner,14.1 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7.0,14.1,kmpl,2179.0,147.94
maruti wagon r lxi cng,2016,300000,50000,cng,individual,manual,second owner,26.6 km/kg,998 CC,58.16 bhp,77Nm@ 3500rpm,5.0,26.6,km/kg,998.0,58.16
hyundai i20 1.2 magna executive,2018,555000,25000,petrol,individual,manual,second owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0,18.6,kmpl,1197.0,81.83
mahindra scorpio 1.99 s6 plus,2015,825000,60000,diesel,individual,manual,first owner,15.4 kmpl,1997 CC,120 bhp,280Nm@ 1800-2800rpm,7.0,15.4,kmpl,1997.0,120.0
hyundai santro xing gls lpg,2010,150000,70000,lpg,individual,manual,third owner,13.45 km/kg,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5.0,13.45,km/kg,1086.0,62.1
maruti swift dzire vdi,2009,185000,138000,diesel,individual,manual,second owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0,19.3,kmpl,1248.0,73.9
hyundai i10 magna,2010,180000,70000,petrol,individual,manual,second owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5.0,20.36,kmpl,1197.0,78.9
maruti alto lxi,2010,160000,48000,petrol,individual,manual,second owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,19.7,kmpl,796.0,46.3
ford endeavour 3.0l 4x2 at,2012,500000,110000,diesel,individual,automatic,first owner,11.4 kmpl,2953 CC,153.86 bhp,380Nm@ 2500rpm,7.0,11.4,kmpl,2953.0,153.86
maruti swift vdi bsiv,2014,375000,88000,diesel,individual,manual,second owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,25.2,kmpl,1248.0,74.0
toyota innova 2.5 gx (diesel) 7 seater,2015,900000,68000,diesel,individual,manual,first owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1400-3400rpm,7.0,12.99,kmpl,2494.0,100.6
hyundai grand i10 sportz,2017,459999,70000,petrol,individual,manual,first owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0,18.9,kmpl,1197.0,82.0
renault duster 85ps diesel rxl,2014,480000,80000,diesel,individual,manual,first owner,20.45 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,5.0,20.45,kmpl,1461.0,83.8
maruti swift vdi,2013,320000,100000,diesel,individual,manual,third owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,22.9,kmpl,1248.0,74.0
maruti swift vdi,2013,370000,96000,diesel,individual,manual,second owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,22.9,kmpl,1248.0,74.0
hyundai santro xing base,2005,80000,123219,petrol,individual,manual,third owner,18.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,19.3,kmpl,1248.0,82.0
maruti zen lx,2002,75000,30000,petrol,individual,manual,third owner,17.3 kmpl,993 CC,60 bhp,78Nm@ 4500rpm,5.0,17.3,kmpl,993.0,60.0
maruti ritz ldi,2016,400000,60000,diesel,individual,manual,third owner,23.2 kmpl,1248 CC,73.94 bhp,190Nm@ 2000rpm,5.0,23.2,kmpl,1248.0,73.94
honda city 1.5 gxi cvt,2005,250000,90000,petrol,individual,automatic,second owner,18.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,19.3,kmpl,1248.0,82.0
maruti swift vdi bsiv,2014,425000,65000,diesel,individual,manual,first owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,25.2,kmpl,1248.0,74.0
maruti celerio zxi,2014,325000,48000,petrol,individual,manual,first owner,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,23.1,kmpl,998.0,67.04
hyundai grand i10 magna,2016,350000,65300,petrol,individual,manual,second owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0,18.9,kmpl,1197.0,82.0
hyundai i20 1.2 asta dual tone,2018,600000,40000,petrol,individual,manual,first owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0,18.6,kmpl,1197.0,81.83
chevrolet beat diesel,2012,120000,60000,diesel,individual,manual,second owner,25.44 kmpl,936 CC,57.6 bhp,150Nm@ 1750rpm,5.0,25.44,kmpl,936.0,57.6
maruti alto k10 2010-2014 vxi,2012,200000,70000,petrol,individual,manual,second owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,20.92,kmpl,998.0,67.1
maruti alto lxi bsiii,2008,100000,70000,petrol,individual,manual,third owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,19.7,kmpl,796.0,46.3
hyundai grand i10 crdi asta,2014,350000,70000,diesel,individual,manual,second owner,24.0 kmpl,1120 CC,70 bhp,160Nm@ 1500-2750rpm,5.0,24.0,kmpl,1120.0,70.0
maruti alto lxi,2006,85000,150000,petrol,individual,manual,second owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,19.7,kmpl,796.0,46.3
maruti alto k10 vxi optional,2019,399000,10000,petrol,individual,manual,first owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0,23.95,kmpl,998.0,67.05
hyundai verna 1.6 crdi,2014,580000,56000,diesel,individual,manual,first owner,22.32 kmpl,1582 CC,126.3 bhp,259.9Nm@ 1900-2750rpm,5.0,22.32,kmpl,1582.0,126.3
datsun redigo t option,2017,290000,30000,petrol,individual,manual,first owner,22.7 kmpl,799 CC,53.64 bhp,72Nm@ 4386rpm,5.0,22.7,kmpl,799.0,53.64
hyundai grand i10 magna,2014,380000,50000,petrol,individual,manual,second owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0,18.9,kmpl,1197.0,82.0
ford figo diesel exi,2010,200000,120000,diesel,individual,manual,first owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5.0,20.0,kmpl,1399.0,68.0
maruti wagon r lxi cng,2018,390000,40000,cng,individual,manual,first owner,26.6 km/kg,998 CC,58.16 bhp,77Nm@ 3500rpm,5.0,26.6,km/kg,998.0,58.16
hyundai grand i10 1.2 kappa asta,2017,500000,27500,petrol,individual,manual,first owner,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0,18.9,kmpl,1197.0,81.86
maruti ertiga vdi,2012,520000,73000,diesel,individual,manual,first owner,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm,7.0,20.77,kmpl,1248.0,88.76
maruti swift dzire vdi,2017,650000,75000,diesel,individual,manual,first owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,26.59,kmpl,1248.0,74.0
renault kwid climber 1.0 mt,2018,380000,5000,petrol,individual,manual,first owner,23.01 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5.0,23.01,kmpl,999.0,67.0
maruti wagon r lxi lpg bsiv,2010,275000,50000,lpg,individual,manual,first owner,26.2 km/kg,998 CC,58.2 bhp,77Nm@ 3500rpm,5.0,26.2,km/kg,998.0,58.2
maruti swift dzire vdi,2015,520000,70000,diesel,individual,manual,first owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,26.59,kmpl,1248.0,74.0
maruti swift dzire vdi,2015,610000,60000,diesel,individual,manual,first owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,26.59,kmpl,1248.0,74.0
maruti wagon r lxi,2004,85000,110000,petrol,individual,manual,first owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,18.9,kmpl,998.0,67.1
renault duster 85ps diesel rxl optional,2013,490000,95000,diesel,individual,manual,first owner,20.46 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,5.0,20.46,kmpl,1461.0,83.8
hyundai eon era plus,2015,229999,34000,petrol,individual,manual,second owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0,21.1,kmpl,814.0,55.2
hyundai grand i10 sportz,2015,411000,25000,petrol,individual,manual,first owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0,18.9,kmpl,1197.0,82.0
maruti eeco cng 5 seater ac bsiv,2019,362000,120000,cng,individual,manual,second owner,21.94 km/kg,1196 CC,61.7 bhp,85Nm@ 3000rpm,5.0,21.94,km/kg,1196.0,61.7
toyota etios cross 1.4l gd,2014,550000,31000,diesel,individual,manual,first owner,23.59 kmpl,1364 CC,67.06 bhp,170Nm@ 1800-2400rpm,5.0,23.59,kmpl,1364.0,67.06
maruti wagon r lxi cng,2018,459999,70000,cng,individual,manual,first owner,26.6 km/kg,998 CC,58.16 bhp,77Nm@ 3500rpm,5.0,26.6,km/kg,998.0,58.16
maruti ritz vxi (abs) bs iv,2011,190000,47000,petrol,individual,manual,first owner,18.5 kmpl,1197 CC,85.80 bhp,114Nm@ 4000rpm,5.0,18.5,kmpl,1197.0,85.8
hyundai santro magna amt bsiv,2019,499000,5000,petrol,individual,automatic,first owner,20.3 kmpl,1086 CC,68 bhp,99Nm@ 4500rpm,5.0,20.3,kmpl,1086.0,68.0
maruti eeco 7 seater standard bsiv,2018,358000,44000,petrol,individual,manual,first owner,15.37 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm,7.0,15.37,kmpl,1196.0,73.0
toyota etios diesel trd sportivo,2012,278000,120000,diesel,individual,manual,second owner,23.59 kmpl,1364 CC,67.1 bhp,170Nm@ 1800-2400rpm,5.0,23.59,kmpl,1364.0,67.1
fiat grande punto evo 1.3 active,2014,320000,39395,diesel,individual,manual,first owner,21.2 kmpl,1248 CC,75 bhp,197Nm@ 1750rpm,5.0,21.2,kmpl,1248.0,75.0
renault fluence 1.5,2013,580000,67000,diesel,individual,manual,second owner,20.4 kmpl,1461 CC,108.5 bhp,240Nm@ 1850rpm,5.0,20.4,kmpl,1461.0,108.5
honda city vx cvt,2019,1300000,20000,petrol,individual,automatic,first owner,17.4 kmpl,1497 CC,117.6 bhp,145Nm@ 4600rpm,5.0,17.4,kmpl,1497.0,117.6
honda amaze vx i-dtec,2018,825000,40000,diesel,individual,manual,first owner,25.8 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,25.8,kmpl,1498.0,98.6
toyota corolla ae,2004,170000,120000,petrol,individual,manual,second owner,13.4 kmpl,1794 CC,125 bhp,"16.1@ 4,200(kgm@ rpm)",5.0,13.4,kmpl,1794.0,125.0
toyota fortuner 4x4 mt,2014,1700000,80000,diesel,individual,manual,second owner,12.55 kmpl,2982 CC,168.5 bhp,343Nm@ 1400-3400rpm,7.0,12.55,kmpl,2982.0,168.5
hyundai santro sportz bsiv,2018,490000,7000,petrol,individual,manual,first owner,20.3 kmpl,1086 CC,68 bhp,99Nm@ 4500rpm,5.0,20.3,kmpl,1086.0,68.0
mahindra xuv500 w4,2018,1050000,15000,diesel,individual,manual,first owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,16.0,kmpl,2179.0,140.0
chevrolet beat lt,2016,210000,50000,petrol,individual,manual,first owner,18.6 kmpl,1199 CC,76.8 bhp,106.5Nm@ 4400rpm,5.0,18.6,kmpl,1199.0,76.8
mahindra scorpio intelli hybrid s10,2016,1250000,30000,diesel,individual,manual,first owner,15.4 kmpl,2179 CC,120 bhp,280Nm@ 1800-2800rpm,7.0,15.4,kmpl,2179.0,120.0
maruti swift vdi,2012,320000,120000,diesel,individual,manual,second owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,22.9,kmpl,1248.0,74.0
chevrolet optra magnum 2.0 lt,2012,400000,64000,diesel,individual,manual,first owner,16.52 kmpl,1991 CC,123.7 bhp,305Nm@ 2000rpm,5.0,16.52,kmpl,1991.0,123.7
maruti ritz vdi,2013,320000,120000,diesel,individual,manual,first owner,23.2 kmpl,1248 CC,73.94 bhp,190Nm@ 2000rpm,5.0,23.2,kmpl,1248.0,73.94
toyota corolla altis diesel d4dg,2012,600000,85000,diesel,individual,manual,first owner,21.43 kmpl,1364 CC,87.2 bhp,205Nm@ 1800-2800rpm,5.0,21.43,kmpl,1364.0,87.2
maruti alto k10 2010-2014 vxi,2012,275000,50000,petrol,individual,manual,first owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,20.92,kmpl,998.0,67.1
maruti alto lxi,2009,170000,59000,petrol,individual,manual,second owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,19.7,kmpl,796.0,46.3
chevrolet beat diesel lt,2012,155000,98000,diesel,individual,manual,first owner,25.44 kmpl,936 CC,57.6 bhp,150Nm@ 1750rpm,5.0,25.44,kmpl,936.0,57.6
tata indica vista quadrajet ls,2012,240000,70000,diesel,individual,manual,first owner,18.9 kmpl,1248 CC,0,190Nm@ 2000rpm,5.0,19.3,kmpl,1248.0,0.0
maruti swift vdi bsiv,2011,320000,120000,diesel,individual,manual,second owner,18.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,19.3,kmpl,1248.0,82.0
renault duster 85ps diesel rxl plus,2015,620000,140000,diesel,individual,manual,second owner,20.45 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,5.0,20.45,kmpl,1461.0,83.8
hyundai grand i10 1.2 kappa sportz option,2017,530000,50000,petrol,individual,manual,first owner,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0,18.9,kmpl,1197.0,81.86
toyota etios liva vd,2015,550000,40000,diesel,individual,manual,first owner,23.59 kmpl,1364 CC,67.04 bhp,170Nm@ 1800-2400rpm,5.0,23.59,kmpl,1364.0,67.04
honda city i dtec sv,2014,600000,90000,diesel,individual,manual,first owner,26.0 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,26.0,kmpl,1498.0,98.6
mahindra xuv500 w4,2014,649000,117000,diesel,individual,manual,third owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,15.1,kmpl,2179.0,140.0
honda city i dtec sv,2014,625000,90000,diesel,individual,manual,first owner,26.0 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,26.0,kmpl,1498.0,98.6
chevrolet spark 1.0 ps,2010,125000,70000,petrol,individual,manual,first owner,16.0 kmpl,995 CC,63 bhp,90.3Nm@ 4200rpm,5.0,16.0,kmpl,995.0,63.0
chevrolet tavera neo 3 ls 9 str bsiii,2009,305000,230000,diesel,individual,manual,second owner,13.58 kmpl,2499 CC,72.4 bhp,171Nm@ 1800rpm,9.0,13.58,kmpl,2499.0,72.4
maruti sx4 zxi mt bsiv leather,2010,285000,155000,petrol,individual,manual,second owner,15.5 kmpl,1586 CC,103.3 bhp,145Nm@ 4100rpm,5.0,15.5,kmpl,1586.0,103.3
tata xenon xt ex 4x4,2015,600000,60000,diesel,individual,manual,second owner,13.49 kmpl,2179 CC,138.03 bhp,320Nm@ 1750-2700rpm,5.0,13.49,kmpl,2179.0,138.03
mahindra kuv 100 mfalcon g80 k8,2016,426000,110000,petrol,individual,manual,first owner,18.15 kmpl,1198 CC,82 bhp,115Nm@ 3500-3600rpm,6.0,18.15,kmpl,1198.0,82.0
tata indica vista terra 1.4 tdi,2010,180000,120000,diesel,individual,manual,first owner,17.0 kmpl,1405 CC,71 bhp,135Nm@ 2500rpm,5.0,17.0,kmpl,1405.0,71.0
hyundai verna 1.6 vgt crdi,2011,400000,100000,diesel,individual,manual,second owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5.0,22.32,kmpl,1582.0,126.32
chevrolet beat ls,2010,120000,40000,petrol,individual,manual,second owner,18.6 kmpl,1199 CC,79.4 bhp,108Nm@ 4400rpm,5.0,18.6,kmpl,1199.0,79.4
tata manza aura (abs) quadrajet bs iv,2012,300000,110000,diesel,individual,manual,second owner,21.12 kmpl,1248 CC,88.8 bhp,200Nm@ 1750-3000rpm,5.0,21.12,kmpl,1248.0,88.8
maruti alto k10 2010-2014 vxi,2011,190000,92500,petrol,individual,manual,second owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,20.92,kmpl,998.0,67.1
maruti alto 800 lxi,2017,310000,20000,petrol,individual,manual,first owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,24.7,kmpl,796.0,47.3
renault kwid rxl,2019,380000,15000,petrol,individual,manual,first owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5.0,25.17,kmpl,799.0,53.3
mahindra bolero power plus zlx,2019,740000,14000,diesel,individual,manual,first owner,16.5 kmpl,1493 CC,70 bhp,195Nm@ 1400-2200rpm,7.0,16.5,kmpl,1493.0,70.0
datsun redigo t option,2016,260000,35000,petrol,individual,manual,first owner,22.7 kmpl,799 CC,53.64 bhp,72Nm@ 4386rpm,5.0,22.7,kmpl,799.0,53.64
maruti alto k10 vxi,2017,320000,32000,petrol,individual,manual,second owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0,23.95,kmpl,998.0,67.05
maruti wagon r lxi cng,2013,211000,90000,cng,individual,manual,first owner,26.6 km/kg,998 CC,58.16 bhp,77Nm@ 3500rpm,5.0,26.6,km/kg,998.0,58.16
maruti swift dzire vxi 1.2 bs iv,2018,650000,35000,petrol,individual,manual,first owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,22.0,kmpl,1197.0,81.8
maruti swift dzire vdi,2017,651000,32500,diesel,individual,manual,second owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0,28.4,kmpl,1248.0,74.02
maruti alto k10 vxi ags,2019,380000,14000,petrol,individual,automatic,first owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0,23.95,kmpl,998.0,67.05
chevrolet beat diesel lt,2014,160000,70000,diesel,individual,manual,third owner,25.44 kmpl,936 CC,56.3 bhp,142.5Nm@ 1750rpm,5.0,25.44,kmpl,936.0,56.3
hyundai verna vtvt 1.6 at sx option,2019,1270000,20000,petrol,individual,automatic,first owner,17.0 kmpl,1591 CC,121.3 bhp,151Nm@ 4850rpm,5.0,17.0,kmpl,1591.0,121.3
maruti wagon r duo lxi,2011,300000,300000,lpg,individual,manual,first owner,26.2 km/kg,998 CC,58.2 bhp,77Nm@ 3500rpm,5.0,26.2,km/kg,998.0,58.2
maruti swift vdi optional,2015,405000,100000,diesel,individual,manual,first owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,25.2,kmpl,1248.0,74.0
mahindra xuv500 w8 2wd,2015,850000,64800,diesel,individual,manual,first owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,15.1,kmpl,2179.0,140.0
mahindra bolero power plus zlx,2017,680000,90000,diesel,individual,manual,first owner,16.5 kmpl,1493 CC,70 bhp,195Nm@ 1400-2200rpm,7.0,16.5,kmpl,1493.0,70.0
hyundai xcent 1.2 kappa sx option,2014,426999,80000,petrol,individual,manual,first owner,19.1 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0,19.1,kmpl,1197.0,82.0
